Sample;Metric;Threshold;PostId;PostHistoryId;RuntimeText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;RuntimeCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode
TestManager;winnowingTwoGramLongestCommonSubsequence;0.3;22037280;147248795;37;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;58996741;20;0;0;0;0;1;0;0;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;58997388;20;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;59004094;20;2;6;0;1;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;59078493;20;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;60329723;20;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;69262919;20;3;6;0;0;1;2;2;0;0
TestManager;winnowingThreeGramLongestCommonSubsequence;0.3;22037280;147248795;20;3;6;0;0;1;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;58996741;14;0;0;0;0;0;0;0;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;58997388;14;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;59004094;14;2;6;0;1;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;59078493;14;2;6;0;1;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;60329723;14;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;69262919;14;3;6;0;0;0;2;2;0;0
TestManager;winnowingFourGramLongestCommonSubsequence;0.3;22037280;147248795;14;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;58996741;11;0;0;0;0;0;0;0;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;58997388;11;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;59004094;11;2;6;0;1;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;59078493;11;2;6;0;1;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;60329723;11;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;69262919;11;3;6;0;0;0;2;2;0;0
TestManager;winnowingFiveGramLongestCommonSubsequence;0.3;22037280;147248795;11;3;6;0;0;0;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;58996741;30;0;0;0;0;1;0;0;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;58997388;30;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;59004094;30;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;59078493;30;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;60329723;30;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;69262919;30;3;6;0;0;1;2;2;0;0
TestManager;winnowingTwoGramLongestCommonSubsequenceNormalized;0.3;22037280;147248795;30;3;6;0;0;1;2;2;0;0
